City,Date,AQI,AQI_Bucket,PM2.5,PM10,NO2,CO,SO2,O3
Delhi,2015-02-18,365.0,Very Poor,188.2,253.53,60.29,16.23,8.65,36.54
Delhi,2015-02-19,352.0,Very Poor,159.97,193.78,40.51,13.11,5.08,31.88
Delhi,2015-02-20,317.0,Very Poor,144.12,162.2,34.71,11.45,5.93,31.61
Delhi,2015-02-21,320.0,Very Poor,155.38,191.03,45.11,14.21,12.24,30.11
Delhi,2015-02-22,279.0,Poor,124.1,107.61,31.83,9.73,5.68,27.19
Delhi,2015-02-23,281.0,Poor,141.39,157.01,38.23,9.29,9.43,36.86
Delhi,2015-02-24,354.0,Very Poor,170.16,238.33,48.4,14.17,9.28,37.39
Delhi,2015-02-25,340.0,Very Poor,148.19,169.57,29.28,14.13,5.94,31.57
Delhi,2015-02-26,323.0,Very Poor,140.78,171.64,20.95,13.61,6.98,28.72
Delhi,2015-02-27,315.0,Very Poor,130.42,163.67,24.75,12.78,12.12,34.08
Delhi,2015-02-28,310.0,Very Poor,105.86,169.28,20.65,11.8,12.48,41.38
Delhi,2015-03-01,324.0,Very Poor,71.83,98.89,21.42,11.62,10.99,22.51
Delhi,2015-03-02,226.0,Poor,53.71,60.15,13.43,10.19,3.21,22.08
Delhi,2015-03-03,266.0,Poor,83.49,112.1,23.75,11.72,5.07,20.83
Delhi,2015-03-04,200.0,Moderate,91.07,139.15,24.28,10.64,4.68,25.83
Delhi,2015-03-05,275.0,Poor,106.57,196.19,31.12,9.36,5.97,32.88
Delhi,2015-03-06,322.0,Very Poor,101.75,163.14,26.59,10.55,5.96,33.67
Delhi,2015-03-07,216.0,Poor,77.57,90.54,19.15,9.48,5.18,23.09
Delhi,2015-03-08,108.0,Moderate,63.24,80.2,20.35,8.19,3.98,20.71
Delhi,2015-03-09,197.0,Moderate,76.62,117.38,18.21,9.02,4.2,22.85
Delhi,2015-03-10,238.0,Poor,86.7,150.92,18.82,7.98,3.84,25.87
Delhi,2015-03-11,274.0,Poor,104.29,176.2,25.63,10.76,6.3,29.62
Delhi,2015-03-12,315.0,Very Poor,115.93,203.75,32.29,11.3,7.03,35.05
Delhi,2015-03-13,307.0,Very Poor,108.66,173.89,30.75,10.23,10.65,34.05
Delhi,2015-03-14,208.0,Poor,67.94,105.29,29.78,9.18,10.14,23.39
Delhi,2015-03-15,165.0,Moderate,38.89,46.68,17.76,8.23,4.25,22.0
Delhi,2015-03-16,188.0,Moderate,45.39,74.14,17.14,7.87,8.8,25.55
Delhi,2015-03-17,217.0,Poor,55.55,104.33,20.96,10.45,7.19,23.11
Delhi,2015-03-18,191.0,Moderate,50.59,95.56,16.6,7.83,3.6,27.5
Delhi,2015-03-19,240.0,Poor,69.51,136.67,23.77,7.89,4.97,27.07
Delhi,2015-03-20,229.0,Poor,96.62,168.0,29.04,9.59,6.66,29.01
Delhi,2015-03-21,248.0,Poor,96.28,172.91,29.21,8.82,7.31,25.97
Delhi,2015-03-22,204.0,Poor,72.2,122.12,20.27,8.5,4.4,25.48
Delhi,2015-03-23,271.0,Poor,78.47,131.42,23.04,8.6,4.07,27.1
Delhi,2015-03-24,290.0,Poor,91.87,179.36,30.01,10.1,7.35,34.78
Delhi,2015-03-25,340.0,Very Poor,107.26,201.08,33.82,11.69,11.82,45.78
Delhi,2015-03-26,358.0,Very Poor,109.78,217.9,33.02,12.67,9.3,40.0
Delhi,2015-03-27,287.0,Poor,62.27,117.81,24.76,9.29,10.91,31.08
Delhi,2015-03-28,323.0,Very Poor,102.22,212.96,29.41,10.47,17.16,40.23
Delhi,2015-03-29,360.0,Very Poor,104.36,202.01,33.86,14.42,16.92,32.84
Delhi,2015-03-30,268.0,Poor,44.19,57.0,17.6,9.58,7.75,26.81
Delhi,2015-03-31,283.0,Poor,55.66,78.64,20.13,9.56,9.34,34.15
Delhi,2015-04-01,309.0,Very Poor,112.86,167.6,32.71,10.15,19.48,38.45
Delhi,2015-04-02,249.0,Poor,78.51,112.78,20.54,6.72,14.37,35.54
Delhi,2015-04-03,245.0,Poor,66.52,76.05,18.47,8.24,10.62,24.85
Delhi,2015-04-04,229.0,Poor,62.56,86.11,24.96,5.52,12.94,27.98
Delhi,2015-04-05,234.0,Poor,78.61,145.1,27.75,7.97,16.72,40.79
Delhi,2015-04-06,343.0,Very Poor,119.7,195.47,32.83,11.01,16.63,30.32
Delhi,2015-04-07,262.0,Poor,66.09,95.81,24.47,7.29,8.34,43.23
Delhi,2015-04-08,308.0,Very Poor,95.34,120.2,34.72,9.28,17.99,61.68
Delhi,2015-04-09,293.0,Poor,63.57,148.17,35.15,6.57,10.48,35.18
Delhi,2015-04-10,290.0,Poor,96.56,203.67,52.77,4.63,15.8,59.88
Delhi,2015-04-11,375.0,Very Poor,131.39,234.65,59.52,5.84,21.5,73.72
Delhi,2015-04-12,293.0,Poor,75.35,91.73,45.3,7.73,13.08,49.21
Delhi,2015-04-13,247.0,Poor,86.49,116.62,50.3,3.67,14.99,62.52
Delhi,2015-04-14,232.0,Poor,77.07,132.68,42.65,6.85,14.04,55.44
Delhi,2015-04-15,316.0,Very Poor,98.79,161.43,47.41,11.65,13.75,31.14
Delhi,2015-04-16,295.0,Poor,81.81,164.56,44.06,5.94,21.44,59.29
Delhi,2015-04-17,246.0,Poor,65.78,180.67,40.09,7.38,14.34,54.47
Delhi,2015-04-18,378.0,Very Poor,119.82,268.65,51.11,8.21,17.21,65.72
Delhi,2015-04-19,406.0,Severe,125.53,308.82,64.73,8.84,18.02,65.08
Delhi,2015-04-20,392.0,Very Poor,121.51,336.63,60.41,6.75,20.98,87.04
Delhi,2015-04-21,391.0,Very Poor,114.5,327.81,50.7,6.84,19.38,74.49
Delhi,2015-04-22,368.0,Very Poor,101.83,279.41,55.27,7.36,19.29,69.41
Delhi,2015-04-23,365.0,Very Poor,118.57,273.68,76.46,6.58,21.81,76.14
Delhi,2015-04-24,383.0,Very Poor,143.22,313.53,88.61,6.42,26.89,89.42
Delhi,2015-04-25,367.0,Very Poor,106.76,318.88,58.87,6.75,17.56,93.54
Delhi,2015-04-26,334.0,Very Poor,65.36,160.3,31.23,8.44,12.67,77.43
Delhi,2015-04-27,258.0,Poor,67.08,174.5,35.54,4.76,11.92,70.74
Delhi,2015-04-28,234.0,Poor,81.37,141.25,34.88,4.67,13.97,70.42
Delhi,2015-04-29,257.0,Poor,63.76,131.56,42.98,7.16,13.98,61.86
Delhi,2015-04-30,259.0,Poor,60.56,171.42,43.9,7.33,12.85,60.18
Delhi,2015-05-01,279.0,Poor,76.1,192.81,42.99,7.63,13.1,53.16
Delhi,2015-05-02,312.0,Very Poor,72.66,206.1,62.09,9.46,16.16,43.06
Delhi,2015-05-03,372.0,Very Poor,121.94,334.02,83.3,11.95,19.43,41.71
Delhi,2015-05-04,387.0,Very Poor,108.98,326.71,85.5,8.08,17.53,37.7
Delhi,2015-05-05,408.0,Severe,145.99,366.85,107.85,6.65,26.0,50.27
Delhi,2015-05-06,398.0,Very Poor,171.33,346.98,87.88,7.1,25.26,92.66
Delhi,2015-05-07,403.0,Severe,117.76,343.12,63.18,9.64,24.63,75.6
Delhi,2015-05-08,361.0,Very Poor,90.66,305.38,56.54,6.65,20.79,74.84
Delhi,2015-05-09,378.0,Very Poor,106.4,285.38,63.57,9.35,18.15,76.38
Delhi,2015-05-10,381.0,Very Poor,101.21,283.47,57.51,10.6,16.92,67.97
Delhi,2015-05-11,388.0,Very Poor,97.57,336.82,42.7,8.79,15.11,87.93
Delhi,2015-05-12,346.0,Very Poor,96.34,293.26,43.04,6.27,10.84,83.43
Delhi,2015-05-13,328.0,Very Poor,83.42,174.52,48.61,8.14,9.08,55.62
Delhi,2015-05-14,291.0,Poor,78.06,196.08,42.22,7.24,10.42,57.1
Delhi,2015-05-15,396.0,Very Poor,97.87,240.34,63.55,10.81,15.02,77.87
Delhi,2015-05-16,297.0,Poor,77.52,186.28,75.5,6.17,15.03,73.24
Delhi,2015-05-17,345.0,Very Poor,97.16,188.39,57.63,8.4,20.15,70.29
Delhi,2015-05-18,296.0,Poor,66.85,172.35,47.64,7.46,15.04,79.02
Delhi,2015-05-19,319.0,Very Poor,89.85,240.31,75.47,8.04,14.58,79.55
Delhi,2015-05-20,282.0,Poor,67.41,176.25,52.69,6.11,20.3,57.17
Delhi,2015-05-21,352.0,Very Poor,75.54,335.13,53.03,8.25,14.85,42.61
Delhi,2015-05-22,338.0,Very Poor,67.91,235.99,56.84,8.32,14.77,64.34
Delhi,2015-05-23,321.0,Very Poor,69.02,313.73,52.79,7.06,10.73,66.63
Delhi,2015-05-24,295.0,Poor,79.1,251.52,56.29,8.56,18.96,60.08
Delhi,2015-05-25,344.0,Very Poor,117.27,340.66,60.65,7.66,11.78,95.72
Delhi,2015-05-26,337.0,Very Poor,96.09,311.08,51.77,5.25,9.9,79.4
Delhi,2015-05-27,355.0,Very Poor,84.71,231.35,70.43,8.54,17.48,80.71
Delhi,2015-05-28,371.0,Very Poor,182.76,436.17,72.67,6.89,14.33,83.33
Delhi,2015-05-29,414.0,Severe,106.61,275.6,64.94,8.48,12.9,76.1
Delhi,2015-05-30,366.0,Very Poor,92.68,239.12,65.26,7.59,17.68,69.95
Delhi,2015-05-31,346.0,Very Poor,73.62,236.8,41.86,7.12,13.08,87.47
Delhi,2015-06-01,289.0,Poor,49.42,175.39,48.55,5.03,9.96,72.89
Delhi,2015-06-02,297.0,Poor,52.51,117.86,54.29,6.67,6.73,56.2
Delhi,2015-06-03,268.0,Poor,65.28,137.7,65.25,4.98,6.31,41.92
Delhi,2015-06-04,259.0,Poor,85.45,170.55,62.38,3.83,5.53,63.0
Delhi,2015-06-05,327.0,Very Poor,83.02,241.67,62.63,11.36,4.12,52.03
Delhi,2015-06-06,384.0,Very Poor,44.54,119.29,46.37,11.94,7.37,37.09
Delhi,2015-06-07,299.0,Poor,85.03,186.2,77.07,3.51,9.53,88.63
Delhi,2015-06-08,282.0,Poor,137.7,269.3,109.34,1.56,10.44,86.2
Delhi,2015-06-09,442.0,Severe,136.05,393.7,76.88,1.38,8.84,58.0
Delhi,2015-06-10,309.0,Very Poor,63.77,166.31,31.27,2.58,5.91,56.84
Delhi,2015-06-11,270.0,Poor,115.57,259.73,32.99,1.24,6.02,138.5
Delhi,2015-06-12,239.0,Poor,83.29,180.06,36.36,1.19,5.52,68.6
Delhi,2015-06-13,214.0,Poor,73.7,158.24,52.9,1.36,5.34,53.02
Delhi,2015-06-14,166.0,Moderate,74.56,121.44,68.76,1.35,5.33,60.88
Delhi,2015-06-15,234.0,Poor,106.11,206.42,72.79,1.62,6.3,86.86
Delhi,2015-06-16,331.0,Very Poor,132.21,282.05,81.57,1.73,6.16,82.42
Delhi,2015-06-17,327.0,Very Poor,123.56,271.79,70.96,1.57,6.95,74.01
Delhi,2015-06-18,313.0,Very Poor,132.21,268.84,94.25,1.82,9.31,87.24
Delhi,2015-06-19,284.0,Poor,110.65,216.46,65.21,1.38,7.8,76.58
Delhi,2015-06-20,239.0,Poor,80.31,160.22,52.7,1.29,10.22,69.37
Delhi,2015-06-21,149.0,Moderate,59.73,82.7,50.78,1.59,6.11,52.78
Delhi,2015-06-22,172.0,Moderate,85.4,139.2,58.88,1.34,6.18,59.49
Delhi,2015-06-23,226.0,Poor,101.99,152.18,61.18,1.41,7.9,77.04
Delhi,2015-06-24,261.0,Poor,126.07,214.45,60.31,1.37,8.09,83.13
Delhi,2015-06-25,188.0,Moderate,37.59,62.38,44.72,1.25,7.67,46.7
Delhi,2015-06-26,192.0,Moderate,76.0,182.48,46.88,1.04,6.84,60.99
Delhi,2015-06-27,207.0,Poor,69.46,195.2,38.55,1.01,7.28,53.19
Delhi,2015-06-28,219.0,Poor,79.84,214.78,47.19,1.13,7.53,58.34
Delhi,2015-06-29,193.0,Moderate,48.5,96.78,38.37,1.07,7.74,52.21
Delhi,2015-06-30,170.0,Moderate,53.79,109.92,46.06,1.05,9.15,58.33
Delhi,2015-07-01,185.0,Moderate,57.99,135.43,49.64,1.06,8.88,61.42
Delhi,2015-07-02,220.0,Poor,67.12,175.9,52.45,1.12,6.86,61.7
Delhi,2015-07-03,225.0,Poor,65.25,219.31,37.09,0.99,8.91,59.66
Delhi,2015-07-04,250.0,Poor,88.75,212.16,35.54,0.98,7.24,56.61
Delhi,2015-07-05,282.0,Poor,135.92,435.2,36.89,1.17,6.42,58.36
Delhi,2015-07-06,298.0,Poor,60.27,143.86,44.07,1.1,7.91,58.07
Delhi,2015-07-07,175.0,Moderate,52.2,78.64,51.7,1.34,7.82,53.72
Delhi,2015-07-08,217.0,Poor,67.92,127.38,52.69,1.17,7.94,53.94
Delhi,2015-07-09,234.0,Poor,65.95,128.93,53.39,1.4,7.86,42.58
Delhi,2015-07-10,188.0,Moderate,47.68,95.1,46.71,1.26,8.97,35.79
Delhi,2015-07-11,253.0,Poor,29.08,41.31,51.39,7.23,8.61,54.03
Delhi,2015-07-12,198.0,Moderate,32.29,34.16,32.77,1.27,7.15,40.41
Delhi,2015-07-13,148.0,Moderate,36.68,54.36,37.71,1.3,8.11,37.7
Delhi,2015-07-14,141.0,Moderate,44.48,112.83,43.46,1.3,8.04,46.71
Delhi,2015-07-15,218.0,Poor,63.79,243.97,38.05,1.07,9.62,52.2
Delhi,2015-07-16,268.0,Poor,77.2,244.69,36.72,1.02,10.29,72.44
Delhi,2015-07-17,232.0,Poor,77.99,148.95,42.07,1.88,12.46,61.43
Delhi,2015-07-18,204.0,Poor,71.11,148.87,48.79,1.84,10.77,56.32
Delhi,2015-07-19,220.0,Poor,67.39,144.11,52.87,1.28,10.4,59.05
Delhi,2015-07-20,223.0,Poor,49.58,83.22,62.37,1.24,10.17,61.55
Delhi,2015-07-21,218.0,Poor,40.97,78.76,46.3,1.14,12.19,46.98
Delhi,2015-07-22,165.0,Moderate,38.97,85.89,41.41,2.73,20.43,44.49
Delhi,2015-07-23,155.0,Moderate,34.02,81.25,39.98,2.42,16.71,49.72
Delhi,2015-07-24,154.0,Moderate,46.13,94.49,43.99,0.98,16.01,47.11
Delhi,2015-07-25,184.0,Moderate,46.01,97.0,42.86,1.0,15.58,45.9
Delhi,2015-07-26,150.0,Moderate,29.81,86.01,30.66,0.81,15.09,40.73
Delhi,2015-07-27,125.0,Moderate,22.82,53.28,33.21,0.83,12.69,36.65
Delhi,2015-07-28,160.0,Moderate,24.69,51.98,40.25,0.74,7.61,38.49
Delhi,2015-07-29,142.0,Moderate,29.04,56.7,35.69,0.66,9.68,35.89
Delhi,2015-07-30,181.0,Moderate,25.76,47.91,32.96,1.2,9.49,26.26
Delhi,2015-07-31,196.0,Moderate,37.85,122.18,35.9,1.6,9.7,36.57
Delhi,2015-08-01,181.0,Moderate,41.32,126.33,35.14,1.08,10.8,41.27
Delhi,2015-08-02,213.0,Poor,47.81,123.24,37.96,0.82,10.27,46.38
Delhi,2015-08-03,175.0,Moderate,56.02,154.28,40.17,0.78,8.75,45.97
Delhi,2015-08-04,184.0,Moderate,54.46,136.88,46.74,1.21,9.72,56.88
Delhi,2015-08-05,228.0,Poor,59.13,117.08,52.78,1.67,10.41,54.66
Delhi,2015-08-06,214.0,Poor,65.47,126.56,52.51,1.17,10.73,60.57
Delhi,2015-08-07,254.0,Poor,64.58,154.92,48.24,1.75,10.22,68.17
Delhi,2015-08-08,258.0,Poor,70.05,149.92,50.51,2.26,7.68,62.76
Delhi,2015-08-09,244.0,Poor,55.51,105.17,39.47,1.24,5.83,45.4
Delhi,2015-08-10,209.0,Poor,82.27,140.54,45.46,1.43,6.9,61.52
Delhi,2015-08-11,283.0,Poor,77.04,137.74,49.43,2.11,6.23,62.67
Delhi,2015-08-12,223.0,Poor,52.45,87.66,45.71,1.3,6.69,55.37
Delhi,2015-08-13,205.0,Poor,61.66,116.55,52.76,1.16,9.82,80.63
Delhi,2015-08-14,252.0,Poor,65.67,159.75,50.96,1.52,10.82,69.27
Delhi,2015-08-15,198.0,Moderate,51.4,91.81,44.4,0.94,10.53,44.93
Delhi,2015-08-16,197.0,Moderate,55.71,93.33,48.39,1.06,10.46,44.79
Delhi,2015-08-17,184.0,Moderate,61.84,134.2,44.41,1.09,11.22,45.05
Delhi,2015-08-18,197.0,Moderate,60.65,126.2,56.15,1.02,12.39,48.86
Delhi,2015-08-19,140.0,Moderate,34.42,124.17,36.47,0.87,9.63,38.86
Delhi,2015-08-20,232.0,Poor,40.83,210.86,32.0,0.78,11.59,42.13
Delhi,2015-08-21,271.0,Poor,50.97,214.05,35.87,1.12,12.09,57.47
Delhi,2015-08-22,207.0,Poor,46.74,149.06,40.28,0.9,9.56,52.48
Delhi,2015-08-23,127.0,Moderate,44.67,138.12,33.76,0.78,9.53,33.94
Delhi,2015-08-24,123.0,Moderate,37.39,108.4,44.61,0.97,10.67,38.73
Delhi,2015-08-25,175.0,Moderate,52.06,222.39,39.88,0.93,9.12,44.9
Delhi,2015-08-26,245.0,Poor,57.52,236.94,37.85,1.08,9.36,40.43
Delhi,2015-08-27,248.0,Poor,61.47,237.68,40.41,1.35,10.59,56.61
Delhi,2015-08-28,247.0,Poor,77.76,206.22,50.74,1.64,11.92,64.07
Delhi,2015-08-29,292.0,Poor,68.53,260.48,49.3,1.09,11.11,65.56
Delhi,2015-08-30,266.0,Poor,57.85,230.76,39.84,1.11,10.39,62.61
Delhi,2015-08-31,288.0,Poor,51.67,220.14,32.53,0.96,12.77,60.73
Delhi,2015-09-01,210.0,Poor,73.78,230.34,27.42,1.28,10.45,61.33
Delhi,2015-09-02,298.0,Poor,97.63,318.24,29.16,1.14,10.79,72.47
Delhi,2015-09-03,315.0,Very Poor,99.5,278.36,35.31,1.17,9.82,72.94
Delhi,2015-09-04,368.0,Very Poor,97.31,284.54,41.7,1.36,14.94,71.5
Delhi,2015-09-05,266.0,Poor,76.43,201.89,29.5,1.38,16.93,56.59
Delhi,2015-09-06,174.0,Moderate,61.69,168.63,27.81,1.19,16.71,49.32
Delhi,2015-09-07,199.0,Moderate,55.19,179.42,35.49,1.04,12.97,52.24
Delhi,2015-09-08,217.0,Poor,63.79,219.51,38.36,1.07,10.92,61.95
Delhi,2015-09-09,238.0,Poor,58.48,195.05,36.2,1.02,11.57,68.21
Delhi,2015-09-10,230.0,Poor,60.29,184.78,42.1,1.06,11.53,68.49
Delhi,2015-09-11,218.0,Poor,67.35,181.99,46.81,1.13,10.98,68.81
Delhi,2015-09-12,226.0,Poor,87.55,178.57,54.45,1.22,10.51,69.36
Delhi,2015-09-13,202.0,Poor,84.57,171.76,45.36,1.21,9.91,64.05
Delhi,2015-09-14,274.0,Poor,111.58,236.34,60.71,1.51,10.43,79.29
Delhi,2015-09-15,289.0,Poor,108.78,217.16,56.31,1.37,10.4,75.63
Delhi,2015-09-16,235.0,Poor,91.18,190.99,46.44,1.15,9.27,69.61
Delhi,2015-09-17,285.0,Poor,104.85,250.21,60.96,1.4,11.68,85.86
Delhi,2015-09-18,209.0,Poor,56.19,129.11,43.3,1.22,10.85,48.8
Delhi,2015-09-19,132.0,Moderate,67.62,125.24,49.83,1.14,9.75,51.78
Delhi,2015-09-20,179.0,Moderate,64.38,141.89,62.73,1.1,9.27,58.49
Delhi,2015-09-21,136.0,Moderate,45.65,109.7,62.69,1.16,13.55,48.02
Delhi,2015-09-22,104.0,Moderate,35.75,70.38,38.78,0.95,11.57,39.83
Delhi,2015-09-23,95.0,Satisfactory,34.89,101.42,31.17,0.98,12.34,37.26
Delhi,2015-09-24,175.0,Moderate,63.06,187.9,39.16,1.21,13.26,48.78
Delhi,2015-09-25,290.0,Poor,82.39,222.71,45.09,1.5,11.8,53.1
Delhi,2015-09-26,282.0,Poor,88.08,254.8,45.96,1.63,11.17,54.87
Delhi,2015-09-27,298.0,Poor,89.75,252.06,44.13,1.49,9.76,68.69
Delhi,2015-09-28,240.0,Poor,69.57,190.18,43.41,1.25,10.38,53.82
Delhi,2015-09-29,188.0,Moderate,68.34,172.35,48.19,1.16,10.68,54.68
Delhi,2015-09-30,187.0,Moderate,61.08,155.26,42.91,1.1,9.59,52.91
Delhi,2015-10-01,230.0,Poor,85.7,205.18,54.68,1.49,11.42,60.57
Delhi,2015-10-02,286.0,Poor,97.62,220.56,52.53,1.58,9.77,64.01
Delhi,2015-10-03,266.0,Poor,103.58,293.23,54.93,1.72,11.41,47.52
Delhi,2015-10-04,369.0,Very Poor,145.97,335.82,62.84,2.26,15.08,44.92
Delhi,2015-10-05,375.0,Very Poor,180.52,347.95,75.42,3.15,17.32,45.8
Delhi,2015-10-06,411.0,Severe,151.57,355.56,65.07,2.19,11.35,42.22
Delhi,2015-10-07,383.0,Very Poor,144.04,305.35,57.05,1.73,11.15,49.32
Delhi,2015-10-08,388.0,Very Poor,148.44,291.66,58.32,1.96,12.13,66.62
Delhi,2015-10-09,351.0,Very Poor,130.22,284.27,65.15,2.5,15.27,63.16
Delhi,2015-10-10,320.0,Very Poor,147.71,287.93,61.29,2.48,13.94,58.24
Delhi,2015-10-11,296.0,Poor,111.34,246.3,51.83,2.02,12.01,62.02
Delhi,2015-10-12,312.0,Very Poor,100.7,232.58,52.92,1.98,14.75,65.55
Delhi,2015-10-13,260.0,Poor,97.67,189.31,48.92,1.89,11.84,73.28
Delhi,2015-10-14,204.0,Poor,75.81,155.25,43.47,1.61,10.89,67.89
Delhi,2015-10-15,218.0,Poor,95.24,199.77,60.8,2.13,10.84,77.91
Delhi,2015-10-16,356.0,Very Poor,148.29,301.61,68.24,2.07,11.98,84.74
Delhi,2015-10-17,388.0,Very Poor,90.66,137.89,20.29,1.62,7.56,44.21
Delhi,2015-10-18,298.0,Poor,156.71,263.15,41.09,1.63,10.14,71.1
Delhi,2015-10-19,392.0,Very Poor,170.28,312.88,61.67,2.08,16.24,92.96
Delhi,2015-10-20,428.0,Severe,198.1,336.47,74.62,2.17,16.73,101.74
Delhi,2015-10-21,384.0,Very Poor,158.04,265.39,46.9,2.98,15.64,79.5
Delhi,2015-10-22,292.0,Poor,116.98,213.49,32.96,2.6,13.27,48.74
Delhi,2015-10-23,343.0,Very Poor,143.73,289.01,67.38,2.05,21.35,69.55
Delhi,2015-10-24,383.0,Very Poor,169.22,341.7,71.38,3.07,18.2,47.92
Delhi,2015-10-25,374.0,Very Poor,147.65,281.8,56.46,1.78,13.81,65.83
Delhi,2015-10-26,263.0,Poor,101.61,214.37,47.8,1.58,20.57,85.73
Delhi,2015-10-27,334.0,Very Poor,113.2,260.46,49.25,1.74,21.2,63.88
Delhi,2015-10-28,333.0,Very Poor,112.89,254.24,43.78,2.07,18.61,71.98
Delhi,2015-10-29,262.0,Poor,95.72,183.08,57.74,1.89,24.29,73.26
Delhi,2015-10-30,236.0,Poor,108.4,156.58,42.63,2.29,18.92,60.56
Delhi,2015-10-31,340.0,Very Poor,245.97,274.06,35.11,1.74,17.66,42.32
Delhi,2015-11-01,415.0,Severe,277.53,379.38,60.17,2.41,28.58,84.99
Delhi,2015-11-02,420.0,Severe,232.4,361.0,68.4,2.05,31.66,136.67
Delhi,2015-11-03,407.0,Severe,244.78,385.66,82.74,2.09,29.19,99.91
Delhi,2015-11-04,454.0,Severe,293.49,401.49,87.47,2.54,31.58,114.43
Delhi,2015-11-05,388.0,Very Poor,161.78,234.94,63.78,1.76,21.21,75.71
Delhi,2015-11-06,276.0,Poor,153.33,260.04,58.13,2.56,20.9,69.95
Delhi,2015-11-07,483.0,Severe,353.86,496.61,86.59,2.76,19.96,107.69
Delhi,2015-11-08,451.0,Severe,217.55,356.92,75.98,2.84,31.77,103.4
Delhi,2015-11-09,378.0,Very Poor,201.44,364.2,79.2,2.01,40.75,108.12
Delhi,2015-11-10,439.0,Severe,249.95,452.96,84.89,2.64,33.72,115.45
Delhi,2015-11-11,431.0,Severe,219.68,408.52,55.72,1.5,25.96,89.58
Delhi,2015-11-12,421.0,Severe,258.48,398.16,54.69,1.84,28.58,75.26
Delhi,2015-11-13,454.0,Severe,291.66,469.38,61.66,1.75,21.15,101.14
Delhi,2015-11-14,450.0,Severe,221.68,377.4,60.05,1.72,21.27,90.08
Delhi,2015-11-15,367.0,Very Poor,214.24,342.13,83.62,2.1,22.68,101.15
Delhi,2015-11-16,383.0,Very Poor,184.02,323.56,85.03,2.26,21.27,94.79
Delhi,2015-11-17,347.0,Very Poor,136.22,280.47,57.11,2.1,17.53,71.44
Delhi,2015-11-18,369.0,Very Poor,188.09,367.46,74.39,2.3,21.78,86.88
Delhi,2015-11-19,392.0,Very Poor,238.69,397.16,96.62,2.87,25.59,101.68
Delhi,2015-11-20,455.0,Severe,271.42,470.08,101.44,3.28,26.81,124.74
Delhi,2015-11-21,450.0,Severe,293.73,467.32,97.76,2.96,23.06,114.3
Delhi,2015-11-22,478.0,Severe,247.27,450.96,92.32,2.73,20.77,116.29
Delhi,2015-11-23,431.0,Severe,266.95,419.98,105.29,3.49,24.92,132.26
Delhi,2015-11-24,440.0,Severe,241.61,424.09,88.74,2.6,19.65,113.35
Delhi,2015-11-25,376.0,Very Poor,149.14,312.85,54.63,1.98,15.97,81.11
Delhi,2015-11-26,347.0,Very Poor,182.5,317.46,69.29,1.84,21.35,93.71
Delhi,2015-11-27,343.0,Very Poor,193.58,343.26,71.35,1.71,19.49,90.46
Delhi,2015-11-28,362.0,Very Poor,172.89,294.29,47.21,1.43,17.09,70.51
Delhi,2015-11-29,319.0,Very Poor,190.46,342.59,51.84,1.88,20.73,67.97
Delhi,2015-11-30,425.0,Severe,282.76,419.33,78.48,2.51,24.51,131.34
Delhi,2015-12-01,400.0,Very Poor,183.28,371.83,83.03,1.77,16.48,93.52
Delhi,2015-12-02,386.0,Very Poor,170.74,399.64,95.99,1.87,19.04,88.0
Delhi,2015-12-03,385.0,Very Poor,190.14,412.29,92.91,1.74,19.24,86.19
Delhi,2015-12-04,392.0,Very Poor,186.64,352.14,79.52,2.28,20.76,88.93
Delhi,2015-12-05,428.0,Severe,282.01,433.03,121.11,3.4,31.36,129.79
Delhi,2015-12-06,394.0,Very Poor,218.22,439.01,113.45,3.24,34.05,122.22
Delhi,2015-12-07,440.0,Severe,249.8,421.49,103.77,3.07,22.34,103.29
Delhi,2015-12-08,437.0,Severe,283.59,478.19,140.09,3.33,23.41,139.79
Delhi,2015-12-09,431.0,Severe,250.69,411.48,93.99,2.74,21.72,131.99
Delhi,2015-12-10,383.0,Very Poor,211.95,386.66,78.05,2.46,22.11,123.11
Delhi,2015-12-11,377.0,Very Poor,198.38,410.6,64.21,2.1,18.41,119.41
Delhi,2015-12-12,379.0,Very Poor,184.12,385.05,55.01,1.91,16.09,122.43
Delhi,2015-12-13,333.0,Very Poor,135.42,338.3,63.9,2.01,18.89,101.58
Delhi,2015-12-14,314.0,Very Poor,118.6,380.24,59.09,2.7,13.66,79.22
Delhi,2015-12-15,174.0,Moderate,88.3,105.95,40.52,1.86,14.88,25.23
Delhi,2015-12-16,244.0,Poor,111.45,105.95,34.44,1.75,14.56,38.16
Delhi,2015-12-17,308.0,Very Poor,152.24,105.95,23.07,1.89,19.41,29.89
Delhi,2015-12-18,320.0,Very Poor,136.75,105.95,25.24,1.52,19.87,20.82
Delhi,2015-12-19,270.0,Poor,114.35,105.95,26.84,1.94,13.17,33.06
Delhi,2015-12-20,320.0,Very Poor,181.67,105.95,111.18,21.22,18.97,20.58
Delhi,2015-12-21,313.0,Very Poor,135.78,105.95,78.99,29.46,15.59,20.57
Delhi,2015-12-22,326.0,Very Poor,204.72,391.9,136.15,11.45,23.64,57.16
Delhi,2015-12-23,459.0,Severe,321.52,589.93,102.69,2.94,22.66,111.69
Delhi,2015-12-24,314.0,Very Poor,129.08,486.66,55.01,30.44,13.43,32.42
Delhi,2015-12-25,304.0,Very Poor,132.56,294.13,71.91,9.61,17.57,75.29
